2337,CAN,1013,106,141,101,141,111,141,103,141
2337,CAN,176,0,0,0,0,0,0,1,0
2345,CAN,176,0,0,0,0,0,0,1,0
2354,CAN,163,243,205,55,31,16,0,0,0
2368,CAN,164,0,0,0,0,0,1,0,0
2368,CAN,165,220,4,0,0,0,0,37,251
2368,CAN,166,253,255,0,0,253,255,0,0
2368,CAN,167,1,0,0,0,1,0,0,0
2368,CAN,168,0,0,0,0,12,0,3,0
2368,CAN,170,4,12,9,0,0,16,64,0
2368,CAN,171,0,0,0,0,0,0,0,0
2368,CAN,172,0,0,0,0,72,3,0,0
2368,CAN,173,0,0,0,0,0,0,0,0
2368,CAN,177,178,7,78,248,0,0,0,0
2368,CAN,176,0,0,0,0,0,0,0,0
2369,CAN,2048,0,0,0,0,0,0,0,0
2369,CAN,176,0,0,253,255,0,0,1,0
2369,CAN,1014,110,141,101,141,113,141,105,141
2369,CAN,176,0,0,0,0,0,0,1,0
2369,CAN,176,0,0,255,255,0,0,0,0
2369,CAN,1017,121,141,103,141,114,141,102,141
2369,CAN,176,0,0,255,255,0,0,0,0
2369,CAN,2048,0,0,0,0,0,0,0,0
2369,CAN,176,0,0,0,0,0,0,0,0
2369,CAN,1015,110,141,108,141,126,141,107,141
2369,CAN,176,0,0,255,255,0,0,1,0
2369,CAN,163,243,205,55,31,16,0,0,0
2369,CAN,164,0,0,0,0,0,1,0,0
2369,CAN,165,220,4,0,0,0,0,37,251
2369,CAN,166,0,0,254,255,4,0,0,0
2369,CAN,167,1,0,0,0,0,0,0,0
2369,CAN,168,0,0,0,0,3,0,254,255
2369,CAN,170,4,12,9,0,0,16,64,0
2370,CAN,171,0,0,0,0,0,0,0,0
2370,CAN,172,0,0,0,0,79,3,0,0
2370,CAN,173,0,0,0,0,0,0,0,0
2370,CAN,177,178,7,78,248,0,0,0,0
2370,CAN,176,0,0,0,0,0,0,0,0
2370,CAN,176,0,0,0,0,0,0,0,0
2370,CAN,2048,0,0,0,0,0,0,0,0
2370,CAN,1036,96,81,184,81,30,81,52,81
2370,CAN,160,209,0,209,0,195,0,236,0
2370,CAN,161,201,0,184,11,184,11,101,5
2370,CAN,162,52,0,52,0,101,5,0,0
2370,CAN,169,149,0,253,0,253,1,94,9
2371,CAN,174,16,0,50,101,6,2,37,32
2371,CAN,176,0,0,0,0,0,0,0,0
2372,CAN,176,0,0,0,0,0,0,0,0
2374,CAN,1019,113,141,108,141,111,141,105,141
2375,CAN,176,0,0,254,255,0,0,1,0
2376,CAN,1056,248,127,69,16,0,0,0,0
2378,CAN,176,0,0,254,255,0,0,0,0
2379,CAN,2048,0,0,0,0,0,0,0,0
2380,CAN,1037,250,78,96,81,206,78,8,81
2381,CAN,176,0,0,0,0,0,0,0,0
2382,CAN,163,243,205,55,31,16,0,0,0
2382,CAN,164,0,0,0,0,0,1,0,0
2382,CAN,165,220,4,0,0,0,0,37,251
2382,CAN,166,7,0,1,0,0,0,0,0
2383,CAN,167,1,0,0,0,1,0,0,0
2383,CAN,168,0,0,0,0,9,0,0,0
2383,CAN,170,4,12,9,0,0,16,64,0
2383,CAN,171,0,0,0,0,0,0,0,0
2383,CAN,172,0,0,0,0,86,3,0,0
2384,CAN,173,0,0,0,0,0,0,0,0
2384,CAN,177,178,7,78,248,0,0,0,0
2384,CAN,176,0,0,1,0,0,0,0,0
2385,CAN,1020,111,141,104,141,111,141,105,141
2387,CAN,176,0,0,0,0,0,0,0,0
2390,CAN,176,0,0,255,255,0,0,0,0
2391,CAN,2048,0,0,0,0,0,0,0,0
2391,CAN,1038,221,80,74,81,199,80,8,81
2393,CAN,176,0,0,253,255,0,0,0,0
2395,CAN,1041,228,81,206,81,74,81,162,81
2396,CAN,176,0,0,255,255,0,0,1,0
2399,CAN,176,0,0,0,0,0,0,0,0
2402,CAN,1039,199,80,74,81,184,78,243,80
2402,CAN,163,243,205,55,31,16,0,0,0
2403,CAN,164,0,0,0,0,0,1,0,0
2403,CAN,165,219,4,0,0,0,0,37,251
2403,CAN,166,253,255,254,255,4,0,0,0
2403,CAN,167,1,0,0,0,1,0,0,0
2404,CAN,168,0,0,0,0,250,255,254,255
2404,CAN,170,4,12,9,0,0,16,64,0
2404,CAN,171,0,0,0,0,0,0,0,0
2404,CAN,172,0,0,0,0,93,3,0,0
2405,CAN,173,0,0,0,0,0,0,0,0
2405,CAN,176,0,0,2,0,0,0,0,0
2405,CAN,177,178,7,78,248,0,0,0,0
2406,CAN,2048,0,0,0,0,0,0,0,0
2406,CAN,1042,228,78,52,81,162,78,74,81
2408,CAN,176,0,0,0,0,0,0,0,0
2411,CAN,176,0,0,0,0,0,0,0,0
2413,CAN,1040,103,79,52,78,0,0,0,0
2414,CAN,2004,0,0,0,0,0,0,0,0,
2414,CAN,176,0,0,0,0,0,0,0,0
2414,CAN,2018,62,0,75,0,64,0,50,0,
2415,CAN,2048,0,0,0,0,0,0,0,0
2415,CAN,2019,36,0,34,0,33,0,34,0,
2415,CAN,2020,38,0,61,0,56,0,67,0,
2415,CAN,2021,32,0,0,0,0,0,0,0,
2415,CAN,2026,250,255,29,0,97,0,255,255,
2415,CAN,2027,0,0,1,0,1,0,255,255,
2416,CAN,1021,255,140,35,141,52,141,52,141
2417,CAN,176,0,0,0,0,0,0,0,0
2418,CAN,1043,177,80,243,80,155,80,52,81
2420,CAN,176,0,0,0,0,0,0,0,0
2423,CAN,176,0,0,253,255,0,0,0,0
2424,CAN,163,243,205,55,31,16,0,0,0
2424,CAN,164,0,0,0,0,0,1,0,0
2424,CAN,165,219,4,0,0,0,0,37,251
2424,CAN,166,3,0,1,0,0,0,0,0
2424,CAN,167,1,0,0,0,0,0,0,0
2425,CAN,168,0,0,0,0,4,0,0,0
2425,CAN,170,4,12,9,0,0,16,64,0
2425,CAN,171,0,0,0,0,0,0,0,0
2426,CAN,172,0,0,0,0,100,3,0,0
2426,CAN,173,1,0,0,0,0,0,0,0
